	eCO2-1	eCO2-2	eCO2-3	eCO2-4	eCO2-5	eCO2-6	Abundance	Type	phylum	class	order	family	genus	species	
ASV2981	0	0	0	0.000429738	0	0	0.000071623	Pro	p__Ciliophora	c__Litostomatea	o__Haptoria	f__unclassified_o__Haptoria	g__unclassified_o__Haptoria	s__unclassified_o__Haptoria	
ASV1060	0	0	0	0	0.000286492	0	4.77E-05	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Eocercomonas	s__unclassified_g__Eocercomonas	
ASV842	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Endomyxa	o__Vampyrellida	f__Leptophryidae	g__Leptophryidae_X	s__Leptophryidae_X_sp.	
ASV2309	0	0	0	0	0.003294657	0	0.00054911	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Eocercomonas	s__Eocercomonas_ramosa	
ASV2434	0	0	0	0	0	0	0	Pro	p__Dinophyta	c__Dinophyceae	o__Dinophyceae_X	f__Dinophyceae_XX	g__unclassified_f__Dinophyceae_XX	s__unclassified_f__Dinophyceae_XX	
ASV770	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV2466	0	0	0	0	0	0	0	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV661	0	0	0	0	0	0	0	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV3242	0	0	0	0.000143246	0	0	2.39E-05	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__AND16-lineage	g__AND16-lineage_X	s__AND16-lineage_X_sp.	
ASV1911	0	0	0	0	0	0.00071623	0.000119372	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV4735	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Paracercomonadidae	g__Paracercomonas	s__unclassified_g__Paracercomonas	
ASV4717	0	0	0	0	0	0	0	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV2609	0.001002722	0	0	0	0.002148689	0	0.000525235	Pro	p__Ciliophora	c__Colpodea	o__Colpodida	f__Colpodidae	g__unclassified_f__Colpodidae	s__unclassified_f__Colpodidae	
ASV4389	0	0	0	0	0.000143246	0	2.39E-05	Pro	p__Ciliophora	c__Colpodea	o__Colpodida	f__Colpodida_X	g__Colpodida_XX	s__Colpodida_XX_sp.	
ASV2367	0	0	0	0	0	0	0	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV4732	0	0	0	0	0	0	0	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__AND16-lineage	g__AND16-lineage_X	s__AND16-lineage_X_sp.	
ASV738	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV1841	0	0	0	0	0	0	0	Pro	p__Lobosa	c__Lobosa-G1	o__Lobosa-G1_X	f__Lobosa-G1_XX	g__Lobosa-G1_XXX	s__Lobosa-G1_XXX_sp.	
ASV3121	0	0	0.000572984	0.000429738	0	0	0.00016712	Pro	p__Lobosa	c__Tubulinea	o__Nolandida	f__Nolandellidae	g__Nolandellidae_X	s__Nolandellidae_X_sp.	
ASV906	0	0	0	0	0	0	0	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Phalansteriidae	g__Phalansterium	s__unclassified_g__Phalansterium	
ASV3992	0	0	0.000429738	0	0	0	0.000071623	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__AND16-lineage	g__AND16-lineage_X	s__AND16-lineage_X_sp.	
ASV1371	0	0.002005443	0	0	0.001862197	0.00143246	0.00088335	Pro	p__Cercozoa	c__Filosa-Imbricatea	o__Filosa-Imbricatea_X	f__Nudifilidae	g__Nudifila	s__Nudifila_producta	
ASV1917	0.00071623	0	0.002005443	0	0	0.000286492	0.000501361	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__unclassified_f__Sandonidae	s__unclassified_f__Sandonidae	
ASV4064	0	0	0.000572984	0	0	0	9.55E-05	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Phalansteriidae	g__Phalansterium	s__unclassified_g__Phalansterium	
ASV2479	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Cercozoa_X	o__Cercozoa_XX	f__Cercozoa_XXX	g__Cercozoa_XXXX	s__Cercozoa_XXXX_sp.	
ASV1256	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Granofilosea	o__Cryptofilida	f__Mesofilidae	g__Mesofilidae_X	s__Mesofilidae_X_sp.	
ASV3813	0	0	0	0	0	0.000143246	2.39E-05	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV3731	0	0	0	0	0	0.000572984	9.55E-05	Pro	p__Cercozoa	c__Filosa-Imbricatea	o__Thaumatomonadida	f__Thaumatomonadidae	g__Thaumatomonas	s__Thaumatomonas_sp.	
ASV3495	0	0	0	0	0	0	0	Pro	p__Apicomplexa	c__Apicomplexa_X	o__unclassified_c__Apicomplexa_X	f__unclassified_c__Apicomplexa_X	g__unclassified_c__Apicomplexa_X	s__unclassified_c__Apicomplexa_X	
ASV2143	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Eocercomonas	s__Eocercomonas_sp.	
ASV3829	0	0	0	0	0	0.000143246	2.39E-05	Pro	p__Conosa	c__Mycetozoa-Dictyostelea	o__Dictyosteliida	f__Dictyosteliida-Group-IV	g__Dictyostelium-Group-IV	s__unclassified_g__Dictyostelium-Group-IV	
ASV3101	0	0	0	0.000572984	0	0	9.55E-05	Pro	p__Cercozoa	c__Novel-clade-10-12	o__Tremulida	f__Tremulidae	g__Tremula	s__unclassified_g__Tremula	
ASV2872	0.000143246	0	0	0	0	0	2.39E-05	Pro	p__Cercozoa	c__Cercozoa_X	o__Cercozoa_XX	f__Cercozoa_XXX	g__Cercozoa_XXXX	s__Cercozoa_XXXX_sp.	
ASV3818	0	0	0	0	0	0.000286492	4.77E-05	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV1139	0	0	0	0	0	0	0	Pro	p__Ciliophora	c__Colpodea	o__Cyrtolophosidida	f__Cyrtolophosididae	g__Cyrtolophosididae_X	s__Cyrtolophosididae_X_sp.	
ASV960	0	0	0.001718951	0	0	0	0.000286492	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV273	0.001289214	0.001289214	0.001718951	0	0.001145968	0	0.000907225	Pro	p__Ciliophora	c__Phyllopharyngea	o__Cyrtophoria	f__Chilodonellidae	g__Chilodonellidae_X	s__Chilodonellidae_X_sp.	
ASV718	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__unclassified_f__Sandonidae	s__unclassified_f__Sandonidae	
ASV3070	0	0	0	0.00071623	0	0	0.000119372	Pro	p__Perkinsea	c__Perkinsida	o__Perkinsida_X	f__Perkinsida_XX	g__Perkinsida_XXX	s__Perkinsida_XXX_sp.	
ASV2725	0.000429738	0	0	0	0	0	0.000071623	Pro	p__Lobosa	c__Tubulinea	o__Nolandida	f__Nolandellidae	g__Nolandellidae_X	s__Nolandellidae_X_sp.	
ASV4289	0	0	0	0	0.00071623	0	0.000119372	Pro	p__Cercozoa	c__Endomyxa	o__Vampyrellida	f__Vampyrellida_X	g__Thalassomyxa	s__Thalassomyxa_sp.	
ASV3298	0	0	0	0	0	0.001718951	0.000286492	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV4408	0	0	0	0	0.000286492	0	4.77E-05	Pro	p__Lobosa	c__Tubulinea	o__Nolandida	f__Nolandellidae	g__Nolandellidae_X	s__Nolandellidae_X_sp.	
ASV3969	0	0	0.001575705	0	0	0	0.000262618	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV3591	0	0	0	0	0	0	0	Pro	p__Apicomplexa	c__Apicomplexa_X	o__Gregarines	f__Gregarines_X	g__Gregarines_XX	s__Gregarines_XX_sp.	
ASV1685	0	0.000286492	0	0	0	0	4.77E-05	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Paracercomonadidae	g__Metabolomonas	s__Metabolomonas_insania	
ASV1054	0.002291935	0.001145968	0	0	0	0.002148689	0.000931099	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV2953	0	0	0	0.00143246	0	0.002005443	0.000572984	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV1830	0	0	0	0	0	0	0	Pro	p__Lobosa	c__Tubulinea	o__Echinamoebida	f__Vermamoebidae	g__Hartmannella	s__Hartmannella_sp.	
ASV1199	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__Neoheteromita	s__Neoheteromita_caudratti	
ASV1666	0	0.000143246	0	0	0	0	2.39E-05	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__unclassified_f__Sandonidae	s__unclassified_f__Sandonidae	
ASV1827	0	0	0	0	0	0	0	Pro	p__Dinophyta	c__Dinophyceae	o__Dinophyceae_X	f__Dinophyceae_XX	g__unclassified_f__Dinophyceae_XX	s__unclassified_f__Dinophyceae_XX	
ASV3257	0	0	0	0	0.004010887	0	0.000668481	Pro	p__Lobosa	c__Tubulinea	o__Echinamoebida	f__Vermamoebidae	g__unclassified_f__Vermamoebidae	s__unclassified_f__Vermamoebidae	
ASV3675	0	0	0	0	0	0.000859476	0.000143246	Pro	p__Ciliophora	c__Spirotrichea	o__Hypotrichia	f__Oxytrichidae	g__unclassified_f__Oxytrichidae	s__unclassified_f__Oxytrichidae	
ASV2348	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__Neoheteromita	s__Neoheteromita_sp.	
ASV2363	0	0	0	0	0	0	0	Pro	p__Lobosa	c__Tubulinea	o__Nolandida	f__Nolandellidae	g__Nolandellidae_X	s__Nolandellidae_X_sp.	
ASV4307	0	0	0	0	0.000572984	0	9.55E-05	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Phalansteriidae	g__Phalansterium	s__Phalansterium_sp.	
ASV4173	0	0	0.000143246	0	0	0	2.39E-05	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV1422	0	0.001718951	0	0	0	0	0.000286492	Pro	p__Ciliophora	c__Litostomatea	o__Haptoria	f__unclassified_o__Haptoria	g__unclassified_o__Haptoria	s__unclassified_o__Haptoria	
ASV2284	0	0	0	0	0	0	0	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV350	0.00143246	0.002005443	0.001145968	0	0	0.00071623	0.00088335	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV2200	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Cercomonas	s__Cercomonas_edax	
ASV410	0	0	0	0	0	0	0	Pro	p__Ciliophora	c__Colpodea	o__Colpodida	f__Colpodida_X	g__Colpodida_XX	s__Colpodida_XX_sp.	
ASV2445	0	0	0	0	0	0	0	Pro	p__Conosa	c__Variosea	o__ATCC50593-Flamella-WIM80-lineage	f__Flamella-lineage	g__Flamella-lineage_X	s__Flamella-lineage_X_sp.	
ASV4185	0	0	0.000143246	0	0	0	2.39E-05	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__AND16-lineage	g__AND16-lineage_X	s__AND16-lineage_X_sp.	
ASV3219	0	0	0	0.000286492	0	0	4.77E-05	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV2718	0.000572984	0	0	0	0	0	9.55E-05	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Mb5C-lineage	g__Mb5C-lineage_X	s__Mb5C-lineage_X_sp.	
ASV2635	0.001002722	0	0.001289214	0	0	0	0.000381989	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__unclassified_c__Filosa-Sarcomonadea	f__unclassified_c__Filosa-Sarcomonadea	g__unclassified_c__Filosa-Sarcomonadea	s__unclassified_c__Filosa-Sarcomonadea	
ASV4336	0	0	0	0	0.000572984	0	9.55E-05	Pro	p__unclassified_k__Alveolata	c__unclassified_k__Alveolata	o__unclassified_k__Alveolata	f__unclassified_k__Alveolata	g__unclassified_k__Alveolata	s__unclassified_k__Alveolata	
ASV1755	0	0.000143246	0	0	0	0	2.39E-05	Pro	p__Lobosa	c__Tubulinea	o__Euamoebida	f__LOS7NI-lineage	g__unclassified_f__LOS7NI-lineage	s__unclassified_f__LOS7NI-lineage	
ASV1452	0	0.001289214	0	0	0.00143246	0	0.000453612	Pro	p__Ciliophora	c__Spirotrichea	o__Hypotrichia	f__Oxytrichidae	g__Gonostomum	s__Gonostomum_strenuum	
ASV3164	0	0	0	0.000429738	0	0	0.000071623	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Filamoebidae	g__Filamoeba	s__unclassified_g__Filamoeba	
ASV4407	0	0	0	0	0.000286492	0	4.77E-05	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV4623	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Imbricatea	o__Euglyphida	f__Euglyphida_X	g__Euglyphida_XX	s__Euglyphida_XX_sp.	
ASV2763	0.000572984	0	0	0	0	0	9.55E-05	Pro	p__Cercozoa	c__Cercozoa_X	o__Cercozoa_XX	f__Cercozoa_XXX	g__Cercozoa_XXXX	s__Cercozoa_XXXX_sp.	
ASV4300	0	0	0	0	0.00071623	0	0.000119372	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Eocercomonas	s__Eocercomonas_ramosa	
ASV3376	0	0	0.001289214	0	0	0	0.000214869	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__unclassified_f__Cercomonadidae	s__unclassified_f__Cercomonadidae	
ASV984	0	0	0	0	0	0	0	Pro	p__Apicomplexa	c__Apicomplexa_X	o__Gregarines	f__Gregarines_X	g__Gregarines_XX	s__Gregarines_XX_sp.	
ASV4491	0	0	0	0	0.000143246	0	2.39E-05	Pro	p__Eukaryota_XX	c__Eukaryota_XXX	o__Eukaryota_XXXX	f__Eukaryota_XXXXX	g__Eukaryota_XXXXXX	s__Eukaryota_XXXXXX_sp.	
ASV1122	0	0	0	0	0	0	0	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV4165	0	0	0.000429738	0	0	0	0.000071623	Pro	p__Cercozoa	c__Cercozoa_X	o__Cercozoa_XX	f__Cercozoa_XXX	g__Cercozoa_XXXX	s__Cercozoa_XXXX_sp.	
ASV2663	0.000572984	0	0	0	0	0	9.55E-05	Pro	p__Mesomycetozoa	c__Ichthyosporea	o__Ichthyosphonida	f__Pseudoperkinsidae	g__unclassified_f__Pseudoperkinsidae	s__unclassified_f__Pseudoperkinsidae	
ASV4193	0	0	0.000286492	0	0	0	4.77E-05	Pro	p__Discoba	c__Jakobida	o__Jakobida_X	f__Jakobidae	g__Andalucia	s__Andalucia_sp.	
ASV2672	0.000572984	0	0.00143246	0	0.001575705	0	0.000596858	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV149	0.003151411	0.004010887	0	0	0.002435181	0.002721673	0.002053192	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__AND16-lineage	g__AND16-lineage_X	s__AND16-lineage_X_sp.	
ASV3029	0	0	0	0.000859476	0	0	0.000143246	Pro	p__Lobosa	c__Tubulinea	o__Nolandida	f__Nolandellidae	g__Nolandellidae_X	s__Nolandellidae_X_sp.	
ASV3690	0	0	0	0	0	0.001002722	0.00016712	Pro	p__Cercozoa	c__Endomyxa	o__Vampyrellida	f__Leptophryidae	g__Leptophryidae_X	s__Leptophryidae_X_sp.	
ASV4601	0	0	0	0	0	0	0	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV4243	0	0	0	0	0.003437903	0	0.000572984	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__unclassified_o__Cercomonadida	g__unclassified_o__Cercomonadida	s__unclassified_o__Cercomonadida	
ASV2650	0.001002722	0	0	0	0	0	0.00016712	Pro	p__Cercozoa	c__Endomyxa	o__Vampyrellida	f__Leptophryidae	g__Leptophryidae_X	s__Leptophryidae_X_sp.	
ASV3364	0	0	0	0	0	0	0	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV4146	0	0	0.000286492	0	0	0	4.77E-05	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV59	0.013035382	0.009454233	0.009597479	0.008738003	0.009883971	0.007162298	0.009645228	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__Variosea_XX	g__Variosea_XXX	s__Variosea_XXX_sp.	
ASV1524	0	0.000859476	0	0	0	0	0.000143246	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV50	0.010313709	0.009024495	0.003581149	0.011602922	0.005013608	0.009454233	0.008165019	Pro	p__Conosa	c__Variosea	o__ATCC50593-Flamella-WIM80-lineage	f__Flamella-lineage	g__Flamella	s__Flamella_arnhemensis	
ASV1609	0	0.000572984	0	0	0	0	9.55E-05	Pro	p__Cercozoa	c__Filosa-Imbricatea	o__Euglyphida	f__Trinematidae	g__unclassified_f__Trinematidae	s__unclassified_f__Trinematidae	
ASV4584	0	0	0	0	0.000286492	0	4.77E-05	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__Neoheteromita	s__Neoheteromita_caudratti	
ASV1838	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Eocercomonas	s__Eocercomonas_sp.	
ASV1053	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Cercomonas	s__unclassified_g__Cercomonas	
ASV1568	0	0.00071623	0	0	0	0	0.000119372	Pro	p__Cercozoa	c__Filosa-Thecofilosea	o__Cryomonadida	f__Rhogostoma-lineage	g__Rhogostoma-lineage_X	s__Rhogostoma-lineage_X_sp.	
ASV2697	0.000429738	0	0	0	0	0	0.000071623	Pro	p__Cercozoa	c__Filosa-Imbricatea	o__Euglyphida	f__Trinematidae	g__unclassified_f__Trinematidae	s__unclassified_f__Trinematidae	
ASV1438	0	0.001002722	0	0.000143246	0	0	0.000190995	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Cavernomonas	s__Cavernomonas_stercoris	
ASV4180	0	0	0.000286492	0	0	0	4.77E-05	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV4649	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV4671	0	0	0	0	0	0	0	Pro	p__unclassified_k__Opisthokonta	c__unclassified_k__Opisthokonta	o__unclassified_k__Opisthokonta	f__unclassified_k__Opisthokonta	g__unclassified_k__Opisthokonta	s__unclassified_k__Opisthokonta	
ASV201	0	0	0.001145968	0.003294657	0.001002722	0.000572984	0.001002722	Pro	p__Conosa	c__Variosea	o__ATCC50593-Flamella-WIM80-lineage	f__Flamella-lineage	g__Flamella	s__unclassified_g__Flamella	
ASV2589	0.001718951	0	0.000859476	0	0	0.000859476	0.000572984	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__unclassified_o__Variosea_X	g__unclassified_o__Variosea_X	s__unclassified_o__Variosea_X	
ASV4476	0	0	0	0	0.000286492	0	4.77E-05	Pro	p__Cercozoa	c__unclassified_p__Cercozoa	o__unclassified_p__Cercozoa	f__unclassified_p__Cercozoa	g__unclassified_p__Cercozoa	s__unclassified_p__Cercozoa	
ASV1758	0	0.000143246	0	0	0	0	2.39E-05	Pro	p__Cercozoa	c__Cercozoa_X	o__Cercozoa_XX	f__Cercozoa_XXX	g__Cercozoa_XXXX	s__Cercozoa_XXXX_sp.	
ASV642	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Eocercomonas	s__unclassified_g__Eocercomonas	
ASV1296	0	0	0	0	0	0	0	Pro	p__Lobosa	c__Tubulinea	o__Euamoebida	f__LOS7NI-lineage	g__Ptolemeba	s__Ptolemeba_bulliensis	
ASV2351	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__Neoheteromita	s__Neoheteromita_caudratti	
ASV1928	0	0	0	0	0	0	0	Pro	p__Lobosa	c__Lobosa_X	o__Centramoebida	f__Acanthamoebidae	g__Protacanthamoeba	s__Protacanthamoeba_bohemica	
ASV4460	0	0	0	0	0.000286492	0	4.77E-05	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Cercomonas	s__Cercomonas_edax	
ASV3761	0	0	0	0	0	0.000286492	4.77E-05	Pro	p__Lobosa	c__Lobosa_X	o__Centramoebida	f__Balamuthiidae	g__Balamuthiidae_X	s__Balamuthiidae_X_sp.	
ASV2780	0.000286492	0	0	0	0	0	4.77E-05	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__Cercomonadidae_X	s__Cercomonadidae_X_sp.	
ASV1663	0	0.00071623	0	0	0	0	0.000119372	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Paracercomonadidae	g__Paracercomonas	s__Paracercomonas_vonderheydeni	
ASV2326	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Cercomonadida	f__Cercomonadidae	g__unclassified_f__Cercomonadidae	s__unclassified_f__Cercomonadidae	
ASV997	0	0.001002722	0	0	0.000429738	0	0.000238743	Pro	p__Eukaryota_XX	c__Eukaryota_XXX	o__Eukaryota_XXXX	f__Eukaryota_XXXXX	g__Eukaryota_XXXXXX	s__Eukaryota_XXXXXX_sp.	
ASV1631	0	0.000429738	0	0	0	0	0.000071623	Pro	p__Lobosa	c__Tubulinea	o__Nolandida	f__Nolandellidae	g__Nolandellidae_X	s__Nolandellidae_X_sp.	
ASV1547	0	0.000572984	0	0	0	0	9.55E-05	Pro	p__Conosa	c__Variosea	o__Variosea_X	f__WIM-1-lineage	g__WIM-1-lineage_X	s__WIM-1-lineage_X_sp.	
ASV1413	0	0.002148689	0	0	0	0	0.000358115	Pro	p__Lobosa	c__Tubulinea	o__Nolandida	f__Nolandellidae	g__Nolandellidae_X	s__Nolandellidae_X_sp.	
ASV3832	0	0	0	0	0	0.000429738	0.000071623	Pro	p__Conosa	c__Mycetozoa-Myxogastrea	o__Stemonitales-Physarales	f__Stemonitales-Physarales_X	g__Stemonitales-Physarales_XX	s__Stemonitales-Physarales_XX_sp.	
ASV1327	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__Neoheteromita	s__Neoheteromita_caudratti	
ASV3390	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__unclassified_f__Sandonidae	s__unclassified_f__Sandonidae	
ASV1340	0	0	0	0	0	0	0	Pro	p__Lobosa	c__Lobosa_X	o__Centramoebida	f__Balamuthiidae	g__Balamuthiidae_X	s__Balamuthiidae_X_sp.	
ASV1421	0	0.002291935	0.001862197	0	0	0	0.000692355	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Sandonidae	g__unclassified_f__Sandonidae	s__unclassified_f__Sandonidae	
ASV523	0	0	0	0	0	0.000429738	0.000071623	Pro	p__Cercozoa	c__Filosa-Sarcomonadea	o__Glissomonadida	f__Allapsidae	g__Allapsidae_X	s__Allapsidae_X_sp.	
ASV1888	0	0	0	0	0	0	0	Pro	p__Cercozoa	c__Cercozoa_X	o__Cercozoa_XX	f__Cercozoa_XXX	g__Cercozoa_XXXX	s__Cercozoa_XXXX_sp.	
ASV2728	0.000572984	0	0	0	0	0	9.55E-05	Pro	p__unclassified_k__Alveolata	c__unclassified_k__Alveolata	o__unclassified_k__Alveolata	f__unclassified_k__Alveolata	g__unclassified_k__Alveolata	s__unclassified_k__Alveolata	
