,eCO2-1,eCO2-2,eCO2-3,eCO2-4,eCO2-5,eCO2-6,Abundance,Type,phylum,class,order,family,genus,species,
ASV3655,0,0,0,0,0,0.001002722,0.00016712,Pro,p__unclassified_k__Amoebozoa,c__unclassified_k__Amoebozoa,o__unclassified_k__Amoebozoa,f__unclassified_k__Amoebozoa,g__unclassified_k__Amoebozoa,s__unclassified_k__Amoebozoa,
ASV3678,0,0,0,0,0,0.001575705,0.000262618,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__unclassified_g__Phalansterium,
ASV2370,0.000429738,0,0.001862197,0,0,0.00071623,0.000501361,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_compacta,
ASV405,0,0.001002722,0.000859476,0.000429738,0.000572984,0,0.000477487,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Thaumatomonadida,f__Thaumatomonadidae,g__Thaumatomonas,s__Thaumatomonas_sp.,
ASV342,0.001145968,0,0.000572984,0,0.002721673,0,0.000740104,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_virgaria,
ASV3985,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV1430,0,0.001145968,0,0,0,0,0.000190995,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV1369,0,0.004440625,0,0,0.001862197,0.007305544,0.002268061,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.,
ASV2648,0.001289214,0,0,0.000859476,0,0,0.000358115,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__unclassified_g__Eocercomonas,
ASV3993,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV243,0,0.003581149,0.002578427,0.0053001,0.007305544,0.003151411,0.003652772,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae,
ASV2776,0.000286492,0,0,0.00143246,0,0,0.000286492,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Tracheliidae,g__unclassified_f__Tracheliidae,s__unclassified_f__Tracheliidae,
ASV1055,0,0.001145968,0,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea,
ASV3673,0,0,0,0,0,0.001002722,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Group-Te,s__Group-Te_sp.,
ASV280,0,0.000572984,0.001862197,0,0,0,0.000405864,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__unclassified_f__Cercomonadidae,s__unclassified_f__Cercomonadidae,
ASV1842,0,0,0.003724395,0,0,0,0.000620733,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.,
ASV1881,0,0,0.001862197,0,0,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonas,s__Cercomonas_longicauda,
ASV441,0.00143246,0.003581149,0,0.001575705,0.000859476,0,0.001241465,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.,
ASV2266,0,0,0,0,0,0.002721673,0.000453612,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.,
ASV2629,0.001002722,0,0,0.001002722,0,0,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV1155,0,0,0,0,0.001289214,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Thaumatomonadida,f__Thaumatomonadidae,g__Thaumatomonas,s__unclassified_g__Thaumatomonas,
ASV438,0.001575705,0.000572984,0.001718951,0.000286492,0.001002722,0.00071623,0.000978847,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__unclassified_g__Paracercomonas,
ASV1535,0.000572984,0.000859476,0,0.001145968,0.001002722,0,0.000596858,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Haptoria_X,g__Haptoria_XX,s__Haptoria_XX_sp.,
ASV1851,0,0,0.000572984,0,0,0.001002722,0.000262618,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.,
ASV32,0.013751612,0.006446068,0.007878527,0.012605644,0.008165019,0.020770663,0.011602922,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV156,0.001575705,0.006589314,0.004727116,0.0053001,0.004154133,0.005873084,0.004703242,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.,
ASV2977,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV131,0.002148689,0.003151411,0.004154133,0.003867641,0.001575705,0.003581149,0.003079788,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__unclassified_o__Cercomonadida,g__unclassified_o__Cercomonadida,s__unclassified_o__Cercomonadida,
ASV238,0.001862197,0,0.002005443,0,0,0,0.000644607,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__Ptolemeba,s__Ptolemeba_bulliensis,
ASV3622,0,0,0,0,0,0.004727116,0.000787853,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV2649,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Group-Te,s__Group-Te_sp.,
ASV1508,0,0.00071623,0,0.000859476,0,0,0.000262618,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__unclassified_o__Hypotrichia,g__unclassified_o__Hypotrichia,s__unclassified_o__Hypotrichia,
ASV2976,0,0,0.000572984,0.001289214,0,0,0.000310366,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__unclassified_f__Dinophyceae_XX,s__unclassified_f__Dinophyceae_XX,
ASV4328,0,0,0,0,0.001145968,0,0.000190995,Pro,p__Apicomplexa,c__Apicomplexa_X,o__Gregarines,f__Gregarines_X,g__Gregarines_XX,s__Gregarines_XX_sp.,
ASV1869,0,0,0,0,0.001718951,0,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_vonderheydeni,
ASV336,0,0.001145968,0.001575705,0.001575705,0.000429738,0.002291935,0.001169842,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Cavosteliids,g__Schizoplasmodiopsis,s__Schizoplasmodiopsis_vulgaris,
ASV3689,0,0,0,0,0,0.00143246,0.000238743,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV3683,0,0,0,0,0,0.001145968,0.000190995,Pro,p__Eukaryota_XX,c__Eukaryota_XXX,o__Eukaryota_XXXX,f__Eukaryota_XXXXX,g__Eukaryota_XXXXXX,s__Eukaryota_XXXXXX_sp.,
ASV2562,0.004727116,0,0,0,0.003724395,0.005729838,0.002363558,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV1428,0.000286492,0.001862197,0,0,0.00071623,0,0.000477487,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV1104,0.007305544,0.002005443,0,0,0,0,0.001551831,Pro,p__Apicomplexa,c__Apicomplexa_X,o__Gregarines,f__Gregarines_X,g__Monocystis,s__Monocystis_agilis,
ASV3963,0,0,0.00143246,0,0,0,0.000238743,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__Phalansterium_sp.,
ASV2557,0.005156854,0,0,0,0.004727116,0,0.001647328,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV1014,0.000286492,0.003724395,0.002148689,0.004154133,0.001575705,0.002005443,0.00231581,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Thalassomyxa-lineage,g__Thalassomyxa-lineage_X,s__Thalassomyxa-lineage_X_sp.,
ASV236,0,0,0,0,0.001289214,0,0.000214869,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV3629,0,0,0,0,0,0.003008165,0.000501361,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata,
ASV36,0.010027217,0.027932961,0.010456955,0.008451511,0.007878527,0.007735281,0.012080409,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV509,0,0,0.000859476,0.000572984,0,0.000286492,0.000286492,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.,
ASV4062,0,0,0.000572984,0,0.000429738,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Glissomonadida_X,g__Glissomonadida_XX,s__Glissomonadida_XX_sp.,
ASV403,0.001575705,0.00071623,0,0,0,0.000429738,0.000453612,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.,
ASV471,0,0,0.000286492,0.00071623,0,0,0.00016712,Pro,p__Ciliophora,c__Oligohymenophorea,o__unclassified_c__Oligohymenophorea,f__unclassified_c__Oligohymenophorea,g__unclassified_c__Oligohymenophorea,s__unclassified_c__Oligohymenophorea,
ASV1470,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__LOS7NI-lineage_X,s__LOS7NI-lineage_X_sp.,
ASV1387,0,0.003151411,0,0,0,0,0.000525235,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__unclassified_f__Colpodidae,s__unclassified_f__Colpodidae,
ASV212,0,0.008021773,0,0,0,0,0.001336962,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__unclassified_f__Oxytrichidae,s__unclassified_f__Oxytrichidae,
ASV1379,0,0.003151411,0,0,0,0,0.000525235,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV154,0.001718951,0.001002722,0.002291935,0.001862197,0.001718951,0.000859476,0.001575705,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allantion,s__Allantion_sp.,
ASV1395,0.007162298,0.002435181,0.002578427,0.00071623,0.003294657,0,0.002697799,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.,
ASV4251,0,0,0,0,0.001145968,0,0.000190995,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__unclassified_f__Oxytrichidae,s__unclassified_f__Oxytrichidae,
ASV884,0.002435181,0,0.003867641,0,0,0,0.00105047,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea,
ASV47,0.005156854,0,0,0.004010887,0,0,0.001527957,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV4244,0,0,0,0,0.002721673,0,0.000453612,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.,
ASV76,0.004297379,0.00744879,0.005586592,0.004154133,0.002435181,0.003437903,0.004559996,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa,
ASV999,0,0,0.002864919,0.001002722,0,0,0.000644607,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV220,0,0.001002722,0.002864919,0.002005443,0,0.001145968,0.001169842,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Filosa-Thecofilosea_X,f__Filosa-Thecofilosea_XX,g__Filosa-Thecofilosea_XXX,s__Filosa-Thecofilosea_XXX_sp.,
ASV1575,0,0.000429738,0.000143246,0,0.001002722,0.000572984,0.000358115,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Penardia-lineage,g__Penardia-lineage_X,s__Penardia-lineage_X_sp.,
ASV4269,0,0,0,0,0.001862197,0,0.000310366,Pro,p__Ciliophora,c__Phyllopharyngea,o__Cyrtophoria,f__Chilodonellidae,g__Chilodonellidae_X,s__Chilodonellidae_X_sp.,
ASV1502,0,0.00143246,0,0,0,0,0.000238743,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV310,0,0.002148689,0.000572984,0.002291935,0.000572984,0.001002722,0.001098219,Pro,p__Mesomycetozoa,c__Ichthyosporea,o__Ichthyosphonida,f__Pseudoperkinsidae,g__unclassified_f__Pseudoperkinsidae,s__unclassified_f__Pseudoperkinsidae,
ASV329,0.00071623,0.001145968,0,0,0,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Glissomonadida_X,g__Glissomonadida_XX,s__Glissomonadida_XX_sp.,
ASV3637,0,0,0,0,0,0.002578427,0.000429738,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Glissomonadida_X,g__Glissomonadida_XX,s__Glissomonadida_XX_sp.,
ASV1193,0.000429738,0,0.000859476,0,0,0,0.000214869,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV1402,0,0.001862197,0,0,0.002291935,0,0.000692355,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__unclassified_o__Glissomonadida,g__unclassified_o__Glissomonadida,s__unclassified_o__Glissomonadida,
ASV911,0.002864919,0.002578427,0,0,0.008451511,0,0.00231581,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.,
ASV1367,0,0.003437903,0.004727116,0.002864919,0.003294657,0,0.002387433,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_sp.,
ASV2567,0.003437903,0,0,0,0,0,0.000572984,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Spathidiidae,g__Spathidium,s__unclassified_g__Spathidium,
ASV3940,0,0,0.002864919,0,0,0,0.000477487,Pro,p__Apicomplexa,c__Apicomplexa_X,o__Gregarines,f__Gregarines_X,g__Stenophora,s__Stenophora_robusta,
ASV3983,0,0,0.001002722,0,0,0,0.00016712,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV101,0.005443346,0.002864919,0.002148689,0.002435181,0.003724395,0.00071623,0.002888793,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__unclassified_g__Phalansterium,
ASV4252,0,0,0,0,0.002148689,0,0.000358115,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__LOS7NI-lineage_X,s__LOS7NI-lineage_X_sp.,
ASV2963,0,0,0,0.001718951,0,0,0.000286492,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV3395,0,0,0.001145968,0,0,0,0.000190995,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV133,0.009454233,0.004727116,0.0053001,0.013894857,0.013894857,0,0.007878527,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__Hartmannella,s__Hartmannella_sp.,
ASV936,0,0,0,0.002721673,0,0,0.000453612,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Mb5C-lineage,g__Mb5C-lineage_X,s__Mb5C-lineage_X_sp.,
ASV3947,0,0,0.001575705,0,0,0,0.000262618,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__unclassified_f__Allapsidae,s__unclassified_f__Allapsidae,
ASV281,0,0,0,0,0.001002722,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV4237,0,0,0,0,0.00673256,0,0.001122093,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Gonostomum,s__Gonostomum_strenuum,
ASV2282,0,0,0.001002722,0.003867641,0.001718951,0,0.001098219,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.,
ASV1504,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Granofilosea,o__Filosa-Granofilosea_X,f__Novel-Gran-6,g__Novel-Gran-6_X,s__Novel-Gran-6_X_sp.,
ASV3694,0,0,0,0,0,0.001145968,0.000190995,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV3701,0,0,0,0,0,0.001002722,0.00016712,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphidae,g__Tracheleuglypha,s__Tracheleuglypha_dentata,
ASV4255,0,0,0,0,0.001718951,0,0.000286492,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae,
ASV1396,0,0.002148689,0,0,0,0,0.000358115,Pro,p__Dinophyta,c__Dinophyceae,o__Dinophyceae_X,f__Dinophyceae_XX,g__unclassified_f__Dinophyceae_XX,s__unclassified_f__Dinophyceae_XX,
ASV1450,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV1410,0,0.002005443,0,0,0,0,0.000334241,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__Colpodidae_X,s__Colpodidae_X_sp.,
ASV943,0,0.001289214,0.003294657,0,0,0,0.000763979,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae,
ASV1416,0,0.00143246,0.000572984,0.00071623,0,0,0.000453612,Pro,p__Ciliophora,c__Oligohymenophorea,o__Peritrichia,f__Zoothamniidae,g__unclassified_f__Zoothamniidae,s__unclassified_f__Zoothamniidae,
ASV226,0,0,0,0.002864919,0,0.001145968,0.000668481,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_sp.,
ASV1840,0,0,0,0,0,0.002005443,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita,
ASV2352,0,0,0,0.002005443,0,0,0.000334241,Pro,p__Amoebozoa_X,c__Amoebozoa_XX,o__UI13E03-lineage,f__UI13E03-lineage_X,g__UI13E03-lineage_XX,s__UI13E03-lineage_XX_sp.,
ASV3641,0,0,0,0,0,0.002005443,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Filosa-Sarcomonadea_X,f__Filosa-Sarcomonadea_XX,g__Filosa-Sarcomonadea_XXX,s__Filosa-Sarcomonadea_XXX_sp.,
ASV110,0.002148689,0.006589314,0.005443346,0.005156854,0.007735281,0.003008165,0.005013608,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__unclassified_g__Eocercomonas,
ASV2297,0.003151411,0,0.00143246,0,0,0,0.000763979,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV2911,0,0,0,0.003581149,0,0,0.000596858,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.,
ASV505,0.002005443,0.000572984,0.002291935,0.002005443,0.00143246,0,0.001384711,Pro,p__Amoebozoa_X,c__Amoebozoa_XX,o__UI13E03-lineage,f__UI13E03-lineage_X,g__UI13E03-lineage_XX,s__UI13E03-lineage_XX_sp.,
ASV3254,0,0,0,0,0.002291935,0,0.000381989,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae,
ASV3730,0,0,0,0,0.000859476,0.00071623,0.000262618,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Filamoebidae,g__Filamoeba,s__Filamoeba_sp.,
ASV1394,0,0.002291935,0.000859476,0,0,0,0.000525235,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV372,0,0.000572984,0,0,0.000286492,0.000143246,0.00016712,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV119,0,0.002148689,0.002005443,0.001862197,0.005156854,0.002864919,0.002339684,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__unclassified_g__Flamella,
ASV3636,0,0,0,0,0,0.002291935,0.000381989,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X,
ASV2608,0.001575705,0,0,0,0,0,0.000262618,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
ASV2632,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Cavosteliids,g__Schizoplasmodiopsis,s__Schizoplasmodiopsis_vulgaris,
ASV631,0,0,0,0.000286492,0.000859476,0.000429738,0.000262618,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.,
ASV1409,0,0.002148689,0,0,0,0,0.000358115,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV2974,0,0,0.000286492,0.00071623,0,0,0.00016712,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV52,0.003151411,0.003581149,0.006446068,0.006875806,0.005729838,0.011029938,0.006135702,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__Phalansterium_sp.,
ASV3073,0,0,0.000429738,0.00071623,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.,
ASV173,0.002864919,0.00071623,0.002435181,0.001862197,0.001289214,0.006302822,0.002578427,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta,
ASV3002,0,0,0,0.001145968,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__unclassified_g__Eocercomonas,
ASV2279,0,0,0.001145968,0,0,0.003294657,0.000740104,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.,
ASV1028,0.001862197,0.001145968,0,0,0,0,0.000501361,Pro,p__Ciliophora,c__Oligohymenophorea,o__Scuticociliatia,f__Scuticociliatia_X,g__Scuticociliatia_XX,s__Scuticociliatia_XX_sp.,
ASV354,0,0,0.00071623,0,0,0.000286492,0.00016712,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa,
ASV2924,0,0,0,0.002291935,0,0,0.000381989,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.,
