,aCO2-1,aCO2-2,aCO2-3,aCO2-4,aCO2-5,aCO2-6,Abundance,Type,phylum,class,order,family,genus,species
ASV276,0,0,0.001575705,0.001002722,0.000859476,0.001002722,0.000740104,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X
ASV2259,0.008165019,0,0,0,0,0,0.001360837,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV937,0,0.001002722,0,0.001289214,0,0.00071623,0.000501361,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__unclassified_f__Allapsidae,s__unclassified_f__Allapsidae
ASV253,0,0.001862197,0.001145968,0.001145968,0.002435181,0.001862197,0.001408585,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.
ASV895,0,0,0,0.002005443,0,0,0.000334241,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV2271,0.003867641,0.004297379,0,0,0,0.002435181,0.0017667,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__LOS7NI-lineage_X,s__LOS7NI-lineage_X_sp.
ASV324,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__unclassified_f__Oxytrichidae,s__unclassified_f__Oxytrichidae
ASV432,0,0,0.001002722,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_campae
ASV342,0,0.000859476,0.001289214,0.001145968,0,0.00071623,0.000668481,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__Paracercomonas_virgaria
ASV4666,0,0.001145968,0,0,0,0,0.000190995,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV1075,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV2301,0.001718951,0,0,0,0,0,0.000286492,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV1369,0,0,0,0,0,0.004010887,0.000668481,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV916,0.002721673,0,0,0.001718951,0,0,0.000740104,Pro,p__Ciliophora,c__Colpodea,o__Cyrtolophosidida,f__Cyrtolophosididae,g__Cyrtolophosididae_X,s__Cyrtolophosididae_X_sp.
ASV243,0,0.016903022,0.001289214,0,0.005013608,0.010456955,0.005610467,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae
ASV1842,0,0,0,0,0.002721673,0,0.000453612,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV1881,0,0,0,0,0.001145968,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonas,s__Cercomonas_longicauda
ASV1883,0,0,0,0,0.001145968,0,0.000190995,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Spathidiidae,g__Semispathidium,s__Semispathidium_sp.
ASV998,0,0,0,0.001145968,0,0,0.000190995,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Leptomyxidae,g__unclassified_f__Leptomyxidae,s__unclassified_f__Leptomyxidae
ASV441,0,0.000572984,0.000572984,0.001145968,0.002005443,0.001145968,0.000907225,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.
ASV2266,0.004870362,0,0,0,0,0.001575705,0.001074345,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.
ASV438,0.001289214,0.000429738,0.000859476,0,0.00071623,0.000859476,0.000692356,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Paracercomonas,s__unclassified_g__Paracercomonas
ASV1535,0,0.001575705,0,0,0.002148689,0,0.000620732,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Haptoria_X,g__Haptoria_XX,s__Haptoria_XX_sp.
ASV1851,0,0,0,0,0.002148689,0,0.000358115,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.
ASV32,0.012892136,0.010170463,0.011746168,0.008451511,0.020054433,0.006875806,0.01169842,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X
ASV156,0.005873084,0.002291935,0.002435181,0.003437903,0.001718951,0.001718951,0.002912668,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV1073,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV131,0.002435181,0.001002722,0.003581149,0.005156854,0.004583871,0.003151411,0.003318531,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__unclassified_o__Cercomonadida,g__unclassified_o__Cercomonadida,s__unclassified_o__Cercomonadida
ASV238,0,0,0.002148689,0,0,0,0.000358115,Pro,p__Lobosa,c__Tubulinea,o__Euamoebida,f__LOS7NI-lineage,g__Ptolemeba,s__Ptolemeba_bulliensis
ASV334,0,0,0.001002722,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV3689,0,0.002291935,0,0,0,0,0.000381989,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV348,0.002005443,0,0.00071623,0.001145968,0,0.000572984,0.000740104,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV1014,0,0.001575705,0,0.000859476,0.002291935,0.000572984,0.00088335,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Thalassomyxa-lineage,g__Thalassomyxa-lineage_X,s__Thalassomyxa-lineage_X_sp.
ASV236,0,0,0.002005443,0,0,0,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita
ASV2283,0.002578427,0,0,0,0,0,0.000429738,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata
ASV256,0.001289214,0,0.001718951,0,0.001289214,0,0.00071623,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV36,0.01203266,0.007878527,0.010600201,0.012462398,0.009597479,0.003724395,0.00938261,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV403,0.002005443,0,0.000572984,0,0.000286492,0,0.000477487,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV4597,0,0.003581149,0,0,0,0,0.000596858,Pro,p__Lobosa,c__Tubulinea,o__Leptomyxida,f__Flabellulidae,g__Flabellula,s__Flabellula_citata
ASV382,0,0,0.000859476,0.000572984,0,0.000429738,0.000310366,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV1834,0,0,0,0,0.002721673,0,0.000453612,Pro,p__Ciliophora,c__Colpodea,o__Cyrtolophosidida,f__Cyrtolophosididae,g__Cyrtolophosididae_X,s__Cyrtolophosididae_X_sp.
ASV1387,0,0,0,0,0,0.002148689,0.000358115,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__unclassified_f__Colpodidae,s__unclassified_f__Colpodidae
ASV2254,0.011029938,0,0,0,0,0.00071623,0.001957695,Pro,p__Ciliophora,c__Colpodea,o__Platyophryida,f__Platyophryidae,g__Platyophrya,s__Platyophrya_sp.
ASV212,0,0,0.002005443,0,0,0,0.000334241,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__unclassified_f__Oxytrichidae,s__unclassified_f__Oxytrichidae
ASV154,0.002291935,0.003724395,0.003008165,0.001575705,0.00143246,0.001718951,0.002291935,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allantion,s__Allantion_sp.
ASV1395,0.004154133,0,0,0,0.003581149,0,0.001289214,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.
ASV1125,0,0,0,0.000859476,0,0.001145968,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Paracercomonadidae,g__Nucleocercomonas,s__Nucleocercomonas_praelonga
ASV884,0.004010887,0.002721673,0,0.001575705,0.003581149,0,0.001981569,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__unclassified_c__Filosa-Sarcomonadea,f__unclassified_c__Filosa-Sarcomonadea,g__unclassified_c__Filosa-Sarcomonadea,s__unclassified_c__Filosa-Sarcomonadea
ASV3261,0,0.001289214,0,0,0,0.001575705,0.000477487,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__Vermamoeba,s__unclassified_g__Vermamoeba
ASV4656,0,0.001145968,0,0,0,0,0.000190995,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_sp.
ASV2347,0.001145968,0,0,0,0,0,0.000190995,Pro,p__Apicomplexa,c__Apicomplexa_X,o__Coccidia,f__Eucoccidiorida,g__Cryptosporidium,s__Cryptosporidium_struthionis
ASV47,0.005443346,0,0.009597479,0,0,0.005586592,0.003437903,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X
ASV970,0,0,0,0.00143246,0.000429738,0,0.000310366,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__unclassified_f__Cercomonadidae,s__unclassified_f__Cercomonadidae
ASV76,0.004583871,0.004154133,0.005013608,0.003008165,0.004297379,0.003008165,0.004010887,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa
ASV993,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Thalassomyxa-lineage,g__Thalassomyxa-lineage_X,s__Thalassomyxa-lineage_X_sp.
ASV220,0,0.003581149,0.002148689,0,0.00143246,0,0.001193716,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Filosa-Thecofilosea_X,f__Filosa-Thecofilosea_XX,g__Filosa-Thecofilosea_XXX,s__Filosa-Thecofilosea_XXX_sp.
ASV2343,0.001145968,0,0,0,0,0,0.000190995,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Thalassomyxa-lineage,g__Thalassomyxa-lineage_X,s__Thalassomyxa-lineage_X_sp.
ASV310,0,0.001718951,0.001145968,0,0.000429738,0.001575705,0.000811727,Pro,p__Mesomycetozoa,c__Ichthyosporea,o__Ichthyosphonida,f__Pseudoperkinsidae,g__unclassified_f__Pseudoperkinsidae,s__unclassified_f__Pseudoperkinsidae
ASV329,0,0,0.00143246,0.001002722,0,0.00071623,0.000525235,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Glissomonadida_X,g__Glissomonadida_XX,s__Glissomonadida_XX_sp.
ASV808,0,0,0.000143246,0.001002722,0,0,0.000190995,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV1402,0,0,0,0,0.002148689,0,0.000358115,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__unclassified_o__Glissomonadida,g__unclassified_o__Glissomonadida,s__unclassified_o__Glissomonadida
ASV3250,0,0.004297379,0,0,0,0.003437903,0.001289214,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV911,0,0,0,0.001575705,0,0.000572984,0.000358115,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.
ASV1367,0,0,0,0,0.002435181,0.002148689,0.000763978,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_sp.
ASV919,0,0,0,0.00143246,0,0,0.000238743,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_caudratti
ASV2567,0,0,0,0,0,0.00143246,0.000238743,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Spathidiidae,g__Spathidium,s__unclassified_g__Spathidium
ASV977,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV101,0.0053001,0.002864919,0.004440625,0.003151411,0.001862197,0.001002722,0.003103662,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Phalansteriidae,g__Phalansterium,s__unclassified_g__Phalansterium
ASV133,0.008165019,0.043833262,0.002578427,0.004010887,0.008881249,0.027646469,0.015852552,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__Hartmannella,s__Hartmannella_sp.
ASV936,0.000859476,0.000286492,0,0.00143246,0,0.000429738,0.000501361,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Mb5C-lineage,g__Mb5C-lineage_X,s__Mb5C-lineage_X_sp.
ASV3260,0,0,0,0,0,0.002148689,0.000358115,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__unclassified_o__Haptoria,g__unclassified_o__Haptoria,s__unclassified_o__Haptoria
ASV281,0,0,0.001575705,0.003151411,0,0.000143246,0.000811727,Pro,p__Cercozoa,c__unclassified_p__Cercozoa,o__unclassified_p__Cercozoa,f__unclassified_p__Cercozoa,g__unclassified_p__Cercozoa,s__unclassified_p__Cercozoa
ASV2282,0.002864919,0,0,0,0,0,0.000477487,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV1410,0,0,0,0,0.001718951,0,0.000286492,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__Colpodidae_X,s__Colpodidae_X_sp.
ASV943,0,0,0,0.001575705,0,0,0.000262618,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV1416,0,0,0,0,0.001718951,0,0.000286492,Pro,p__Ciliophora,c__Oligohymenophorea,o__Peritrichia,f__Zoothamniidae,g__unclassified_f__Zoothamniidae,s__unclassified_f__Zoothamniidae
ASV226,0.004583871,0.00143246,0.002291935,0.00143246,0,0,0.001623454,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandona,s__Sandona_sp.
ASV1840,0,0.002005443,0,0,0.001002722,0,0.000501361,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita
ASV2352,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Amoebozoa_X,c__Amoebozoa_XX,o__UI13E03-lineage,f__UI13E03-lineage_X,g__UI13E03-lineage_XX,s__UI13E03-lineage_XX_sp.
ASV185,0,0,0.002291935,0,0,0,0.000381989,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__unclassified_f__Colpodidae,s__unclassified_f__Colpodidae
ASV110,0.003437903,0.008881249,0.002721673,0.00601633,0.007019052,0.002864919,0.005156854,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__unclassified_g__Eocercomonas
ASV2297,0.002005443,0,0,0,0,0,0.000334241,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV505,0,0.00143246,0.000572984,0.001862197,0.000572984,0.00071623,0.000859476,Pro,p__Amoebozoa_X,c__Amoebozoa_XX,o__UI13E03-lineage,f__UI13E03-lineage_X,g__UI13E03-lineage_XX,s__UI13E03-lineage_XX_sp.
ASV3254,0,0.006159576,0,0,0,0.002578427,0.001456334,Pro,p__Lobosa,c__Tubulinea,o__Echinamoebida,f__Vermamoebidae,g__unclassified_f__Vermamoebidae,s__unclassified_f__Vermamoebidae
ASV2368,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphidae,g__Euglypha,s__Euglypha_rotunda
ASV2294,0.002435181,0,0,0,0,0,0.000405864,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__Colpodidae_X,s__Colpodidae_X_sp.
ASV1394,0.00071623,0.002864919,0,0,0.002005443,0.000286492,0.000978847,Pro,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.
ASV119,0.005873084,0.00143246,0.003437903,0.001862197,0.002578427,0.00071623,0.00265005,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__Flamella-lineage,g__Flamella,s__unclassified_g__Flamella
ASV859,0,0,0,0.003867641,0,0,0.000644607,Pro,p__Apicomplexa,c__Apicomplexa_X,o__Gregarines,f__Gregarines_X,g__Gregarina,s__unclassified_g__Gregarina
ASV2350,0.001002722,0,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.
ASV1863,0,0,0,0,0.001289214,0,0.000214869,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV1718,0.001289214,0.000429738,0,0,0,0,0.000286492,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV2608,0,0.002435181,0,0,0,0,0.000405864,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
ASV991,0,0,0,0.001289214,0,0,0.000214869,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__unclassified_o__Hypotrichia,g__unclassified_o__Hypotrichia,s__unclassified_o__Hypotrichia
ASV731,0,0,0.000286492,0.00143246,0.000286492,0,0.000334241,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV593,0.001718951,0,0.000429738,0.001002722,0,0,0.000525235,Pro,p__Ciliophora,c__Colpodea,o__Bursariomorphida,f__Bryometopidae,g__Bryometopus,s__unclassified_g__Bryometopus
ASV526,0,0,0.000429738,0.000572984,0.000859476,0.000286492,0.000358115,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Thaumatomonadida,f__Thaumatomonadidae,g__unclassified_f__Thaumatomonadidae,s__unclassified_f__Thaumatomonadidae
ASV173,0.001862197,0,0.002148689,0.0053001,0.002005443,0.004154133,0.002578427,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV976,0,0,0,0.001575705,0,0,0.000262618,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV2279,0.002864919,0.001289214,0,0,0,0,0.000692356,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__Variosea_XX,g__Variosea_XXX,s__Variosea_XXX_sp.
ASV4594,0,0.003581149,0,0,0,0,0.000596858,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__unclassified_f__Sandonidae,s__unclassified_f__Sandonidae
ASV584,0,0.00071623,0.000572984,0,0.000429738,0,0.000286492,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV429,0,0,0.000286492,0,0.000859476,0,0.000190995,Pro,p__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__unclassified_o__Hypotrichia,g__unclassified_o__Hypotrichia,s__unclassified_o__Hypotrichia
ASV452,0.00071623,0,0.000859476,0.000572984,0,0.001145968,0.00054911,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV2930,0,0.002005443,0,0,0,0,0.000334241,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Cercomonadidae_X,s__Cercomonadidae_X_sp.
ASV196,0,0.001145968,0.002291935,0.003724395,0.004010887,0,0.001862198,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__Colpoda,s__unclassified_g__Colpoda
ASV416,0.001289214,0.000859476,0.000859476,0,0.000286492,0,0.00054911,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV40,0.005156854,0.002721673,0.008594757,0.006159576,0.002578427,0.002148689,0.004559996,Pro,p__Conosa,c__Variosea,o__ATCC50593-Flamella-WIM80-lineage,f__WIM80-lineage,g__WIM80-lineage_X,s__WIM80-lineage_X_sp.
ASV1856,0.002578427,0,0,0,0.001718951,0,0.00071623,Pro,p__Cercozoa,c__Endomyxa,o__Vampyrellida,f__Leptophryidae,g__Leptophryidae_X,s__Leptophryidae_X_sp.
ASV16,0.011459676,0.009024495,0.017905744,0.008738003,0.009454233,0.004154133,0.010122714,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__AND16-lineage,g__AND16-lineage_X,s__AND16-lineage_X_sp.
ASV2646,0,0.002005443,0,0,0,0,0.000334241,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV292,0,0,0.001145968,0,0,0,0.000190995,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__unclassified_o__Haptoria,g__unclassified_o__Haptoria,s__unclassified_o__Haptoria
ASV741,0,0,0,0.001002722,0,0,0.00016712,Pro,p__Discoba,c__Jakobida,o__Jakobida_X,f__Jakobidae,g__Andalucia,s__Andalucia_sp.
ASV2,0,0,0.099842429,0,0,0,0.016640405,Pro,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.
ASV1044,0,0,0,0.001145968,0,0,0.000190995,Pro,p__unclassified_k__Opisthokonta,c__unclassified_k__Opisthokonta,o__unclassified_k__Opisthokonta,f__unclassified_k__Opisthokonta,g__unclassified_k__Opisthokonta,s__unclassified_k__Opisthokonta
ASV850,0,0,0,0.0053001,0.006302822,0,0.00193382,Pro,p__Lobosa,c__Lobosa-G1,o__Lobosa-G1_X,f__Lobosa-G1_XX,g__Lobosa-G1_XXX,s__Lobosa-G1_XXX_sp.
ASV1855,0,0,0,0,0.00143246,0,0.000238743,Pro,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__unclassified_g__Neoheteromita
ASV880,0,0.003581149,0,0.002148689,0,0,0.000954973,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X
ASV839,0,0,0,0.008451511,0,0,0.001408585,Pro,p__Conosa,c__Variosea,o__Variosea_X,f__unclassified_o__Variosea_X,g__unclassified_o__Variosea_X,s__unclassified_o__Variosea_X
ASV1572,0,0.001002722,0,0,0,0,0.00016712,Pro,p__unclassified_k__Alveolata,c__unclassified_k__Alveolata,o__unclassified_k__Alveolata,f__unclassified_k__Alveolata,g__unclassified_k__Alveolata,s__unclassified_k__Alveolata
ASV4625,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Ciliophora,c__Colpodea,o__Colpodida,f__Colpodidae,g__unclassified_f__Colpodidae,s__unclassified_f__Colpodidae
ASV2278,0.002864919,0,0,0,0,0,0.000477487,Pro,p__Ciliophora,c__Litostomatea,o__Haptoria,f__Tracheliidae,g__Tracheliidae_X,s__Tracheliidae_X_sp.
ASV1133,0,0.00071623,0,0.000429738,0,0,0.000190995,Pro,p__Conosa,c__Mycetozoa-Myxogastrea,o__Stemonitales-Physarales,f__Didymiaceae,g__Didymium,s__unclassified_g__Didymium
ASV2617,0,0.001002722,0,0,0,0,0.00016712,Pro,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphidae,g__Euglypha,s__Euglypha_rotunda
ASV437,0,0,0.00071623,0,0.000572984,0,0.000214869,Pro,p__Lobosa,c__Tubulinea,o__Nolandida,f__Nolandellidae,g__Nolandellidae_X,s__Nolandellidae_X_sp.
s__VTX00444,0.013023415,0.003349855,0.005674244,0.000102547,0.091642454,0.079849598,0.032273686,VT,p__Glomeromycetes,c__Paraglomerales,o__Paraglomeraceae,f__Paraglomeraceae,g__Paraglomus,
s__VTX00435,6.84E-05,0,0.000102547,0,0.000717826,0.000581097,0.000244978,VT,p__Glomeromycetes,c__Paraglomerales,o__Paraglomeraceae,f__Paraglomeraceae,g__Paraglomus,
s__VTX00350,0,0.001640745,0,0,0,0.001367288,0.000501339,VT,p__Glomeromycetes,c__Paraglomerales,o__Paraglomeraceae,f__Paraglomeraceae,g__Paraglomus,
